Name,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP24,TP25,TP26,TP27,TP28,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48
PF3D7_0926100,1.394,1.5284535,1.58459489,2.03287588,1.83517031,1.86316353,1.451,1.73476221,1.6385217,1.90064983,1.484,1.54881006,1.82541921,1.118,1.416764521,1.17863402,1.32072825,1.173,0.90637296,0.943,0.9558721,0.90821515,0.82457422,0.8444832,0.84426935,0.934,1.01015239,1.06858273,0.94,1.34809118,0.90981444,0.83814487,0.90316401,0.96961857,0.97216813,0.80663477,0.59264224,0.8140885,0.59823087,0.73121917,1.1095896,0.96144142,1.3709341,1.40167913,1.6591471,1.3910956
PF3D7_0926300,3.126,2.52572582,3.05600443,1.5724112,1.80959723,1.18334353,0.954,1.22203035,0.65983367,0.88327035,1.089,0.70470855,0.74896302,0.758,0.876323176,0.3060477,0.38799816,0.562,0.6489367,0.451,0.38829401,0.4349331,0.72894531,0.6749468,0.62705442,0.87,0.59910194,0.58897554,0.64,0.36410497,0.51493622,0.63416063,0.93298095,1.16246496,1.11750236,1.09870804,1.05445836,1.34127356,1.60362257,2.09590102,3.0859703,5.10617583,2.2699637,2.11455269,2.5390742,1.7900128
PF3D7_0926300,1.469,1.32272245,1.172516405,0.98607764,0.832341685,0.714064715,0.8505,0.751927655,0.79127975,0.82546467,0.74,0.72987672,0.668513525,0.6625,0.851910678,0.469000585,0.64118341,0.831,0.684714605,0.7935,0.6874104,0.78287959,1.211600875,1.0548043,1.090582915,1.1325,1.034282925,1.459888355,1.1595,1.124286975,1.16915843,1.046241585,1.083989145,1.222258075,1.178385585,0.991126215,0.943910325,1.24862774,1.150968815,1.135931385,1.5545181,1.459283695,1.3370626,1.15240253,1.37842655,0.95296865
PF3D7_0926400,0.613,0.59045959,0.65815187,0.97152999,0.47127466,0.35512988,0.563,0.63825035,0.9526592,0.72295601,0.591,0.54079282,0.61938954,0.426,0.47225484,0.29903899,0.32004368,0.45,0.45400895,0.478,0.57872528,0.49947154,1.09071143,0.9804322,1.09017311,1.418,1.5584971,1.82967884,2.076,2.15453857,2.26703245,2.11057861,1.454296,1.2831286,1.01733958,0.89361585,0.73655097,0.71725863,0.49814659,0.59044972,0.4163996,0.46228211,0.6969489,0.66817572,0.5664766,0.6637253
PF3D7_0926700,0.292,0.28709353,0.3102117,0.40733418,0.24477057,0.23337106,0.313,0.41208001,0.53229184,0.7337464,0.692,0.7731143,1.04797863,0.855,1.213046756,0.92047933,1.15522618,1.619,1.53968254,1.731,1.38968382,1.17198104,1.93783968,1.551418,1.39919207,1.659,1.44782965,1.62080327,1.619,1.40526467,1.17431713,0.9220416,0.86469055,0.67550093,0.59312072,0.50449009,0.41471874,0.44948204,0.2331508,0.31282103,0.2804324,0.2937006,0.3387149,0.39196587,0.3713569,0.3875519
PF3D7_0926800,1.013,1.032141915,0.81577292,0.76849542,0.59487773,0.533328975,0.4095,0.437539005,0.23426046,0.361477995,0.293,0.241356225,0.337460515,0.346,0.522763383,0.31130424,0.522427473,0.894,0.80932032,0.974,0.95122741,1.1939615,1.468265395,1.6057976,1.83608097,1.684,1.697039395,2.00045498,2.004,1.23863395,1.327203515,1.135073455,1.514891685,1.24111182,1.18378654,0.83272911,0.55077787,0.806915905,0.656234225,0.81985182,0.861328,1.014123085,0.8364535,0.951262155,0.9327982,0.73703065
PF3D7_0926900,0.944,1.04492747,0.82499546,1.38898434,1.28352328,1.0514381,0.854,1.34518081,1.31706432,1.2624754,0.841,1.10094576,1.15334604,0.652,0.752577241,0.62377659,0.63351113,0.72,0.55928641,0.708,0.61588257,0.66689742,0.92110538,0.8148943,0.99591001,1.12,1.31053549,1.46481886,1.578,1.46243816,1.39098434,1.29546431,1.454296,1.27450975,1.45825219,1.24337126,0.97334621,1.03643866,0.78930078,0.74164656,0.7939514,0.77968947,0.8404721,1.24122515,1.1052589,1.0251374
PF3D7_0927000,0.676,0.63579012,0.57011881,0.64895168,0.49319442,0.51493831,0.427,0.47247105,0.58304827,0.50560677,0.423,0.46722434,0.61084622,0.394,0.445316948,0.40416985,0.39347836,0.431,0.35613384,0.509,0.43288277,0.5078896,0.85795414,0.7077345,1.03771364,1.225,1.19820389,1.56074039,1.95,1.59784915,2.23889389,1.78074927,2.25165815,2.04158581,1.81962381,1.44480097,1.18659273,1.24324819,0.95648698,0.94237337,0.6142804,0.69144754,0.6119831,0.92604802,0.8950331,0.6955478
PF3D7_0927300,0.833,0.895569105,0.6795313,0.664764335,0.52911845,0.426790005,0.332,0.303731395,0.29803136,0.22659815,0.2415,0.16649708,0.149507825,0.181777778,0.218870345,0.101626525,0.13536094,0.242,0.32446836,0.2635,0.30887023,0.387698425,0.775857585,0.7077345,0.823367555,1.186,1.372525865,1.740032675,2.056,1.63283028,2.199968755,1.84655067,2.02899309,2.578108,2.55365978,1.826602055,1.309569285,1.18706302,0.798967985,1.017320085,0.864363,1.067463345,0.97308765,0.842955825,0.9416101,0.8182915
PF3D7_0927700,0.724,0.59278421,0.49717713,0.48323497,0.3994266,0.35639819,0.363,0.2711676,0.26939953,0.19576847,0.081,0.15617167,0.28192903,0.146,0.180988938,0.31772893,0.43731995,0.517,0.65058169,0.713,0.7970245,0.94937009,1.22964411,1.2067473,1.23935462,1.462,1.49193018,1.74630793,1.977,2.09736508,2.0081574,2.16733229,1.98907692,2.2990735,2.05333699,1.69475705,1.51627455,1.39148173,1.13504639,1.080536,0.7174699,0.74017814,0.8002857,0.74954873,0.7628552,0.7250972
PF3D7_0927900,0.978,0.79154128,0.50891486,0.58570102,0.54677604,0.61894065,0.502,0.60509449,0.8251174,0.72295601,0.567,0.63630278,0.78171235,0.553,0.549701275,0.48477021,0.51404277,0.448,0.40630511,0.476,0.4728269,0.55185058,0.69556538,0.7461201,0.81312155,1.012,1.10084974,1.21380952,1.343,1.81902028,2.13196717,2.13772166,2.01408468,2.30338286,1.79507401,1.78173812,1.78185147,1.96050682,1.09865211,1.2969039,1.1423674,1.05626847,1.1596678,1.09910893,1.1405063,1.0160453
PF3D7_0928100,1.069,0.96821423,1.17293563,1.11194644,1.33588711,0.91065447,0.937,1.32741876,0.92142448,1.12374179,1.326,1.15773549,1.29715834,0.815,0.917571838,0.93683303,1.01493304,1.05,0.90719548,0.922,0.97352176,1.02326194,1.20979652,1.2467323,1.00738547,0.971,1.04593208,1.20932722,0.813,0.77109006,0.60404173,0.52147578,0.62519338,0.88450761,1.05563715,0.7965633,0.68291226,1.06512899,0.89393432,1.03361283,1.72994,2.634086,1.7107972,1.74207046,1.6440411,1.5558904
PF3D7_0928200,0.508,0.54047973,0.64473728,0.79316312,0.89992762,1.21885651,0.942,1.41149253,1.31576297,1.73571106,1.515,1.64432001,2.24404115,1.592,1.558188418,1.64471436,1.82490656,1.818,1.57587169,1.823,1.53088159,1.76685731,1.72763637,1.6177931,1.53525879,1.501,1.27475571,1.11609519,1.094,0.91853751,0.71284427,0.68680168,0.66462866,0.56884291,0.51848966,0.41842462,0.40294439,0.37058361,0.32641113,0.40015026,0.4916672,0.5294513,0.6556142,0.96845369,0.8862212,0.9046667
PF3D7_0928300,0.618,0.54396669,0.60449362,0.74762271,0.75379594,0.67601508,0.799,0.83955383,1.06198073,0.99579871,0.987,1.13063128,1.04228308,0.939,1.153278334,0.93099243,0.93821025,1.254,1.01247284,0.851,1.14165863,0.84835338,1.31986013,1.1315755,1.0221397,1.132,1.0534209,1.23353175,1.058,0.96517908,1.20526957,0.90230115,0.88873649,1.11075199,1.00260978,0.73521875,0.81112183,1.09381939,0.90871951,0.8745955,0.870433,0.76651905,0.7313945,0.71172747,0.849715,0.7660118
PF3D7_0928500,0.768,0.87987779,1.13856081,1.23971276,1.40529971,1.27085761,1.23,1.86264902,1.49015679,2.21819549,1.973,1.9243965,2.04896909,1.672,1.942895246,2.01968118,2.17344736,1.674,1.85551491,2.073,2.27031226,1.84074917,1.53367204,1.463451,1.35656872,1.001,1.00099942,0.65710663,0.615,0.44535154,0.47085238,0.32571673,0.32510057,0.30812326,0.32405605,0.25819638,0.27996786,0.2354999,0.23428813,0.24634656,0.4661733,0.53998763,0.5522775,0.65671474,0.6822896,0.8251106
PF3D7_0928600,0.261,0.30452836,0.2096025,0.3592637,0.28861007,0.1572718,0.195,0.41444829,0.61298152,1.1314493,1.513,1.40296374,2.31096377,1.87,2.500172754,2.25330543,2.67981773,3.504,2.6261787,3.206,2.12911449,1.94550713,1.69786509,1.4034735,1.12541929,1.242,0.92694377,0.71358376,0.705,0.51305699,0.47929396,0.55602149,0.41936049,0.41047189,0.42225485,0.40560636,0.41733527,0.33232981,0.1785594,0.2176713,0.2318727,0.24628705,0.2445636,0.41832615,0.332333,0.3852789
PF3D7_0928800,0.578,0.483525945,0.576616469,0.540160555,0.41525753,0.50098679,0.596,0.503850705,0.502358535,0.571890575,0.681,0.51497933,0.679192665,0.87,1.053944897,0.828781865,1.04343007,1.3545,1.407427767,1.5965,1.55921404,1.688288705,2.70016491,2.2663498,1.979524755,1.8475,1.7993859,1.90677465,1.719,1.04793022,0.9623398,0.926154135,0.95846959,0.82740788,0.927487665,0.743001295,0.707769215,0.715525214,0.536246865,0.516806435,0.82855025,0.659838565,0.7268017,0.74295867,0.6080183,0.82852015
PF3D7_0928900,0.703,0.62532922,0.60826647,0.87159397,0.787284415,0.78445653,0.875,0.9934918,1.91442856,1.58464555,1.899,1.94762858,2.155760375,2.1965,2.73587925,2.102033725,2.120837405,2.835,2.73803592,2.6945,2.178812345,1.723831615,1.853938805,1.20634745,0.96435236,1.03,0.70311267,0.60645656,0.469,0.49500223,0.53228832,0.519830745,0.4111849,0.42770954,0.416853895,0.373102925,0.540311795,0.56723201,0.47426285,0.64128315,0.60092655,0.5478899,0.57581525,0.488811215,0.5198997,0.66145235
PF3D7_0929100,0.522,0.53001883,0.50975326,0.42124933,0.31052981,0.25112756,0.216,0.39550208,0.24467203,0.29134047,0.255,0.17295045,0.27338573,0.168,0.243282805,0.33875508,0.48444968,0.701,0.95818917,1.18,1.04412065,1.61065548,2.08489186,1.9792574,2.35329845,1.877,2.0768867,2.10220342,1.978,1.23976239,1.34221074,1.11122043,1.12630996,1.06765781,1.10277255,0.79198536,0.43303439,0.63238298,0.49587194,0.60739417,0.4625313,0.50442745,0.5097946,0.66702964,0.5664766,0.7057764
PF3D7_0929400,1.19,0.852756923,0.617349243,0.824788463,0.629178047,0.51155614,0.448333333,0.403396343,0.379154883,0.24149916,0.156666667,0.14025335,0.108215183,0.066,0.056401204,0.03932674,0.02849704,0.044,0.02494856,0.021666667,0.029106567,0.04177852,0.11006352,0.172202067,0.25792566,0.430666667,0.62739285,1.016289093,1.132333333,2.163565977,2.50058267,2.77188226,3.500121147,4.490411367,4.33973219,4.162272143,4.57150004,4.549411837,2.92518964,2.849712783,1.5357011,1.287629053,1.3785887,0.95202623,1.1266591,1.0031648
PF3D7_0929500,1.212,0.77643108,1.01699138,0.97532506,1.1605291,0.6278189,0.888,0.86205245,1.35220348,0.83085984,1.074,1.12804997,0.81730942,0.942,1.284600553,1.03261897,0.75955574,1.198,1.03714731,0.765,1.07477543,0.8025217,0.77585761,0.7717105,0.75738342,0.971,0.84806205,1.17257227,1.164,1.17957971,1.71364015,1.43035703,1.14650854,1.92954102,1.45039627,1.25710509,2.46345548,1.57079635,1.54334459,1.33470317,1.1945691,1.01017201,1.0241819,0.9478239,1.1065177,1.0717346
PF3D7_0929600,1.44,1.80159904,1.03292111,1.03731065,0.98030003,0.72674795,0.981,1.35820623,0.88888834,1.28251471,1.852,1.16031681,1.39255853,1.597,1.563239307,1.26741133,1.48842236,1.496,1.25181452,0.775,0.5313497,0.46018729,0.46822103,0.5341996,0.52295521,0.574,0.50923662,0.75930332,0.807,0.75830128,1.10959837,0.75671565,1.01858434,1.41133368,1.55350503,0.95038241,1.62355197,1.40463137,0.90985681,1.72833621,0.700474,0.86266313,0.9587353,1.17704362,1.2248484,0.9535369
PF3D7_0930000,1.247,0.8659299,1.32217259,0.89562921,0.87070123,0.88782468,0.694,0.62640898,0.73011175,0.86785553,0.937,0.60532659,1.0038382,0.692,1.078357344,0.49294705,0.75407555,0.879,1.00260311,1.059,1.27170924,1.05412816,1.58780159,1.2219416,1.2565679,1.313,1.11499527,1.80547441,1.971,0.70940288,1.38629458,0.71970238,0.86853791,1.04826543,0.93681655,0.8405116,0.83859527,0.96829911,1.15893016,1.19002336,3.0131308,2.21131522,2.296372,4.77121026,3.2364701,2.3116735
PF3D7_0930200,2.900666667,3.32346602,1.454920813,1.043635723,0.977458557,1.108512533,0.546666667,0.768900267,0.723170727,0.64896477,0.561333333,0.531327883,0.523989307,0.487666667,0.597684389,0.465106842,0.567748734,0.568666667,0.476764217,0.551333333,0.667283523,0.628236683,0.690152413,0.700270633,0.849187433,0.840333333,0.83513696,0.839686083,0.996333333,1.139207217,1.429127713,1.30835036,1.50944132,1.480284347,1.368891287,1.304715703,1.512349713,1.903923153,1.538037113,1.64448284,2.3223686,2.926908583,1.741798167,1.548761837,2.5029876,1.3664711
PF3D7_0930300,2.0646,1.746737501,0.7791344,1.161155427,0.762807363,0.517728631,0.4994,0.428065885,0.411517546,0.276696376,0.2033,0.213348576,0.1718628,0.0748,0.068944158,0.051046888,0.035402092,0.0456,0.024838896,0.024,0.038272038,0.058832886,0.143804305,0.17001622,0.284264679,0.3684,0.557331208,0.800450917,1.0851,1.402932561,1.545934134,2.167990312,2.400069355,2.932126656,3.002821151,2.3381422,3.011486003,3.4681844,3.245345457,4.217349012,2.57730716,2.282567218,2.1030175,1.659895171,1.93760188,1.50940691
PF3D7_0930400,1.452,1.942530663,1.784555673,2.0781001,2.234901403,1.764868665,1.4325,1.985207348,1.312834653,2.114530718,1.7645,1.636575908,2.06071613,1.3395,1.411503219,1.370205943,1.54295029,1.39075,1.188483595,1.2765,0.837897565,1.17548856,1.014478898,0.937848175,0.97172945,0.81225,0.85372023,0.65822722,0.69575,0.566657173,0.561599368,0.59344601,0.74422061,0.859459148,1.00383726,0.900024953,0.807197038,1.072899315,0.86407964,1.079884303,1.178180175,1.324945235,1.17574245,1.28620959,1.44892135,1.28994565
PF3D7_0930500,1.455,1.57901444,1.427393065,1.508527995,1.1879288,1.12500076,1.082,1.348141085,0.978037395,1.329529965,0.9795,1.00414515,1.03231589,0.7215,0.817396527,0.70496103,0.82641417,0.6245,0.668676235,0.6075,0.57872528,0.627613145,0.734809295,0.64495805,0.677874525,0.618,0.670245275,0.857465895,0.981,0.89596904,1.053321185,1.13630724,1.53797574,1.94085319,1.884434945,1.873754905,2.03172938,2.145798665,1.596230045,1.82153082,1.28501155,1.47838077,1.345674,1.54093011,1.68558275,1.49054075
PF3D7_0930600,0.879,0.88452702,1.26432229,1.1751971,1.29813641,1.51691189,1.043,1.45056908,1.33918902,1.76808208,1.361,1.26228013,1.60044555,1.098,1.236617406,1.08985693,1.23852519,1.135,1.00836044,1.196,0.85183156,1.218748,1.47232509,1.2091464,1.26148601,1.288,1.2680991,1.1958803,1.28,0.87866653,1.22121485,0.75507059,0.85411038,0.73583281,0.64222014,0.53836692,0.38593698,0.42198713,0.34233362,0.40666736,0.4686013,0.6032057,0.6154277,0.83550614,0.7741848,0.85466
PF3D7_0930700,0.898,0.96472724,1.37583084,1.749513,1.33954043,2.03692346,1.638,1.77265456,2.17341643,2.28447928,2.914,1.41328916,2.10877213,2.016,2.353697967,1.86081682,2.18550371,1.858,1.8974613,3.316,1.82070872,1.87909812,1.8061244,1.6441832,1.43935636,1.245,1.08171176,0.80502288,0.699,0.55819397,0.4924253,0.40879096,0.31355854,0.23594052,0.32602,0.2288975,0.20801349,0.34547956,0.276369,0.36104763,0.5766467,0.52550014,0.6315023,0.99252173,0.9554573,0.9364892
PF3D7_0930800,0.6935,0.665041892,0.627410152,0.57473757,0.518564503,0.488514958,0.464333333,0.600160608,0.402364023,0.652818482,0.601833333,0.573489928,0.808766115,0.7245,0.843492621,0.841436505,0.98881074,0.995833333,1.073747633,1.124666667,1.038082642,1.14672685,1.591560625,1.404406483,1.397006253,1.427,1.56168673,1.459589538,1.479666667,1.421564145,1.009862727,1.031984663,1.182577357,1.151871,1.148271305,0.944583683,0.701009853,0.85792098,0.630075833,0.709495505,0.625408733,0.660277555,0.648533717,0.656523707,0.624383167,0.714868567
PF3D7_0931000,1.025,1.19138002,1.39762952,1.4825953,1.07041457,1.38627492,1.267,1.86028077,1.51097998,2.03784189,1.81,1.08158565,1.27864783,1.102,1.055628443,0.74058872,0.96232314,0.92,0.82823733,0.893,0.78216159,0.97275356,1.00229971,1.1875545,1.17623932,1.429,1.36462103,1.33752129,1.317,1.49854772,0.90324874,1.09970524,1.03878292,0.92652446,0.816032,0.68577692,0.58740919,0.58695662,0.42080878,0.66213789,0.7417497,0.77442128,0.9518462,0.84467495,0.9567161,1.0455947
PF3D7_0931100,2.413,2.07590711,2.39533746,2.20618262,1.95816456,2.42629806,1.994,2.45590207,2.04327186,2.62823029,2.051,1.91407108,2.36079966,1.567,1.51525616,1.36086092,1.36128166,1.318,1.07827127,1.075,0.85276048,0.92318057,0.82637857,0.6693489,0.59918535,0.581,0.39357667,0.33348387,0.321,0.28962895,0.28795158,0.24428754,0.30490201,0.2930403,0.29950635,0.33602154,0.50368047,0.59652008,0.74835721,1.12094208,1.3960919,1.68449805,1.7004634,2.16383493,2.3200367,1.9445788
PF3D7_0931300,2.222,1.694084365,1.538901605,1.52244311,1.53560045,1.163684505,0.913,1.44997698,0.97348235,1.283285445,0.733,0.95058213,0.825852695,0.5445,0.622938668,0.34225945,0.288806545,0.5395,0.509156244,0.3815,0.250347445,0.300711815,0.338761085,0.28269395,0.292215565,0.321,0.31868894,0.25056112,0.471,0.39494858,0.51352928,0.55972282,1.10130223,1.464662755,1.398841895,1.388492285,2.165826,2.528336505,3.263542655,4.212656665,3.56610445,4.342949315,3.01513635,2.25323059,2.50634435,1.91616595
PF3D7_0931400,0.5315,0.59278423,0.5269407,0.453507165,0.490150015,0.62211144,0.4515,0.71107489,0.4431427,0.824693935,0.615,0.71826062,1.00810988,0.788,0.630094028,0.780888895,0.90149289,0.864,0.847565635,1.062,1.022290785,1.352969315,1.2941485,1.52702715,1.80411346,1.3325,1.771511105,1.799199315,1.6045,1.271734425,1.62218971,1.186891995,1.649548715,1.4269554,1.381166165,1.139909555,0.722160055,0.815283955,0.56524853,0.713623015,0.54629685,0.68881349,0.5551479,0.62978142,0.6571129,0.673954
PF3D7_0931800,0.644,0.54745365,0.53742079,0.69575717,0.38724894,0.40459441,0.504,0.63943455,0.96957802,0.77999088,0.72,0.64275614,0.8899275,0.744,0.848543486,0.82586157,0.88998445,0.839,0.8397521,1.114,1.18531853,1.21126526,1.51292236,1.2731224,1.43607759,1.697,1.41038581,1.54101816,1.73,1.41504435,2.49776894,1.68698246,1.62838831,1.10859731,0.96725819,1.11427304,0.71300227,0.62879673,0.47540019,0.65562079,0.5268729,0.53340242,0.5442402,0.59253321,0.5966887,0.6159917
PF3D7_0931900,3.166,3.00576465,1.48566248,1.64831191,0.7209163,0.94489915,0.849,0.89994487,0.85635212,0.63046697,0.522,0.32008739,0.27338573,0.16,0.197825114,0.09695404,-0.08877924,0.342,0.23851919,0.293,0.18671554,0.18052062,0.2526048,0.1991253,0.2344282,0.321,0.18139474,0.41237253,0.61,1.03438912,1.54105679,2.3153854,2.47961327,2.578108,2.73189068,2.41532643,3.02993246,3.36992,3.27207262,4.69361911,2.8893035,2.87247078,2.7556465,1.33978976,2.1022577,1.8525211
PF3D7_0932100,1.59,1.313423855,0.96417153,0.82478845,0.694125475,0.779383235,0.4985,0.57549105,0.465267315,0.42930328,0.28,0.224577445,0.237076675,0.1255,0.118274166,0.09111344,0.0986436,0.1285,0.06209724,0.1305,0.12261916,0.16976421,0.30447899,0.35626635,0.550414445,0.604,0.79589028,1.084719005,1.3655,1.44513565,1.698632875,2.01393286,2.40459,2.771493285,3.04661785,2.889144185,2.94031652,3.09616633,2.225737215,2.553401805,1.76089685,1.675278715,1.5844967,1.535772665,1.5710286,1.35131755
PF3D7_0932200,1.813,1.61446533,0.7378008,1.1473668,0.54190497,0.44264404,0.401,0.44286763,0.54400486,0.32217017,0.228,0.18714787,0.1509317,0.069,0.071553766,0.07475975,0.07891488,0.096,0.11185729,0.161,0.19693379,0.23102897,0.40777631,0.4302386,0.60164441,0.579,0.74471695,0.9726613,1.196,1.12315854,2.25671482,2.23313358,2.40555177,2.61581548,2.19179733,1.9062584,3.11758583,2.59647605,2.17455768,3.24942859,1.714158,2.10858578,1.3238585,1.13463802,1.2324014,1.1228778
PF3D7_0932300,0.347,0.34869661,0.25823028,0.40353915,0.27765019,0.41981425,0.42,0.60391037,0.86546228,1.14223964,1.148,1.06609752,1.55203361,1.417,1.635634852,1.72181033,1.89286108,1.747,1.88430159,2.324,2.07523629,1.93147715,2.03346859,1.8401098,1.57132469,1.816,1.57763508,1.13761033,1.208,0.94261061,0.95671204,0.85953023,0.74830841,0.62055588,0.63338224,0.57041259,0.44742527,0.43991861,0.33892167,0.48487262,0.4236836,0.37535725,0.4041615,0.4492708,0.4594755,0.4659716
PF3D7_0932400,0.531333333,0.5400923,0.489351983,0.414924263,0.279273877,0.315811927,0.213366667,0.26445748,0.16398232,0.21940456,0.212333333,0.144555603,0.245382677,0.381333333,0.429041991,0.37185186,0.609398243,0.653,0.77477615,1.065333333,1.011608063,1.19131141,1.779059523,1.5970009,1.801927677,1.848666667,1.842238393,1.922014503,2.021666667,1.711945293,1.469459713,1.27736888,1.503029047,1.35746603,1.406206817,1.173481157,0.689889657,0.86987528,0.479949473,0.629117863,0.6284437,0.63744882,0.7091962,0.719750173,0.698234933,0.619022367
PF3D7_0932500,0.81,0.84500809,0.90464439,0.62238641,0.56504248,0.58976927,0.458,0.443341267,0.28501689,0.34683389,0.619,0.19489192,0.30755895,0.632,0.554752114,0.11097149,0.289080556,0.764,0.29691528,0.367,0.31305043,0.34420512,0.63421849,0.7317255,0.84017096,1.118,1.16658453,1.65935112,1.568,1.32627494,1.49322118,1.8967242,2.07660385,2.22581335,2.39114072,1.59221098,0.9563388,1.26357062,0.88711035,1.1000873,0.8437251,0.85344387,1.1045549,1.10025502,1.0108461,0.6455411
PF3D7_0933000,1.678,1.6621204,1.89312969,1.68373227,1.76575786,2.15741399,1.302,1.56779871,1.20644135,1.68021761,1.427,1.67142407,2.52739407,1.221,1.264397096,1.33399414,1.29990343,1.396,0.89239083,0.897,0.80817171,0.9671416,0.83720446,0.8356865,0.90246654,0.864,0.91529462,0.96190368,0.895,0.89295995,0.80663959,0.77234347,0.81082774,0.86726998,0.7040854,0.67478982,0.79411442,0.80093879,0.81204718,1.20175415,1.4810715,1.51328247,1.7153898,1.06816425,1.7699248,1.5013376
PF3D7_0933100,1.5725,1.443022785,1.582498865,1.070201015,1.38398879,0.970899735,0.8155,0.930140385,0.88107964,0.893290005,1.348,0.86346157,0.9846158,0.881833334,1.122973199,0.648307165,0.799561175,0.6844,1.05935423,1.1269,0.78634177,0.928324955,1.520139605,0.9492439,1.264354875,1.3055,1.139957775,1.372931535,1.377,1.169047795,1.058948945,1.08860123,0.99405752,0.926524425,0.94614543,0.78878078,0.857565075,0.853537755,0.57207247,0.727308915,1.0774188,1.12870588,1.3445258,1.641213745,1.49046305,0.9614925
PF3D7_0933400,0.44,0.47190272,0.40495204,0.389624,0.33488511,0.28537222,0.221,0.20959243,0.23035612,0.21734925,0.183,0.45173624,0.31895003,0.335,0.620413223,0.37263061,0.63022299,0.743,0.72789479,1.008,1.16395307,1.52086288,1.96310027,1.8145193,2.1123127,1.673,1.95207372,1.82340364,1.882,1.35185259,1.53542903,1.11286554,1.28308922,1.22387418,1.05170913,1.06116885,0.72216005,0.98144883,0.69945243,0.61260787,0.4746713,0.64403402,0.5166837,0.61889348,0.5903946,0.4648351
PF3D7_0933500,0.5145,0.517814455,0.46112551,0.440857025,0.42987069,0.427424175,0.3595,0.316164835,0.260289395,0.36995615,0.4135,0.316215375,0.432860725,0.44,0.562749322,0.441549745,0.56665267,0.664,0.77271996,0.776,0.861585365,0.93954903,1.49081943,1.34789435,1.51599631,1.588,1.67041259,1.85477988,1.7935,1.72648945,1.55840889,1.3662007,1.52499098,1.44149965,1.35808942,1.010353515,0.80785114,0.747144375,0.58117104,0.617821545,0.66891015,0.620327255,0.5155355,0.644107615,0.5885063,0.45801595
PF3D7_0933600,0.5045,0.512002845,0.58521019,0.63566903,0.588180005,0.49020607,0.571,0.662525225,0.86611296,0.86862626,0.84,0.84539213,1.07645632,0.955,1.063204777,0.986478195,1.178242985,1.269,1.490745,1.635,1.477003445,1.65368113,2.134510615,1.49224015,1.58157067,1.599,1.57929928,1.528915945,1.5645,1.14459858,1.315948055,0.954942245,0.837278235,0.772462795,0.733545045,0.60657837,0.502372225,0.484747285,0.34858889,0.48682775,0.5038071,0.50179338,0.4799418,0.522621125,0.56647665,0.51881955
PF3D7_0933900,0.83,1.020518705,1.052204545,1.46235505,1.315793935,1.10153678,1.2535,1.65009634,1.40035698,1.76345778,1.4345,1.357144715,1.52142003,1.0715,1.131812205,0.985894135,1.127277165,0.99,0.9211776,1.176,0.918250245,1.07517334,1.25129594,1.15036845,1.23894481,1.1085,1.200700065,1.124611605,1.1165,0.93207861,0.835247155,0.74684543,0.81611783,0.8543417,0.97364112,0.676163215,0.55928157,0.531966785,0.45435974,0.53179578,0.5359779,0.62625395,0.69981935,0.80169628,0.82139115,0.80863115
PF3D7_0934000,0.475333333,0.4839134,0.44044472,0.49040337,0.48223455,0.509442273,0.547666667,0.72469244,0.92966695,1.16895872,1.481,1.12891038,1.22738802,1.397333333,1.530969993,1.385780887,1.396720337,1.697666667,1.941875267,2.090666667,1.37544014,1.577918577,2.004900257,1.6708399,1.657390933,1.458666667,1.36961358,1.17944518,1.381,0.875657437,0.79194498,0.653078507,0.70342275,0.604036483,0.617670463,0.451996257,0.31354655,0.421190197,0.290395963,0.372778413,0.3704702,0.394234863,0.3857905,0.523894595,0.482554167,0.496657467
PF3D7_0934100,0.52375,0.522463743,0.656894235,0.7833593,0.730353973,0.805383823,0.7945,0.931028515,1.165120418,1.28290008,1.19,1.299064355,1.508605068,1.302,1.403085162,1.3348703,1.445402743,1.49425,1.57463796,1.6085,1.542261023,1.435279233,1.808154198,1.608596525,1.53423419,1.4845,1.352555788,1.36777688,1.2125,0.981917378,0.845330148,0.713122248,0.702140283,0.578539113,0.562188123,0.523030788,0.318888608,0.439918608,0.3477359,0.388419465,0.418524075,0.36844277,0.548832925,0.668748765,0.623753725,0.69100175
PF3D7_0934400,0.668,0.59859581,0.56005787,0.55154565,0.35315155,0.24732259,0.291,0.25103725,0.27070098,0.33141907,0.186,0.31234335,0.33176497,0.286,0.464678556,0.43103663,0.63460716,0.68,0.71144521,0.982,0.99024256,0.88202564,1.45337971,1.303511,1.26886307,1.517,1.80146616,1.86822691,2.128,2.05298038,2.12352553,1.65983921,1.58895302,1.54061616,1.56136095,1.01996723,1.0492253,0.89657325,0.75404381,0.78335604,0.7174699,0.61637612,0.6085385,0.63150055,0.6986545,0.5341625
